147.27,70.743,56.957,30.989,13.008,8.3849,24.126,20.127,13.396,15.523,7.9202,4.9118,7.9403,35.042,15.892,15.529
145.64,70.348,56.625,30.799,12.891,8.3175,23.926,20.197,13.325,15.434,7.9323,4.9132,7.9003,34.6,15.817,15.574
144.05,69.958,56.298,30.613,12.778,8.2513,23.729,20.266,13.256,15.345,7.9449,4.9146,7.8608,34.167,15.742,15.619
142.47,69.571,55.973,30.429,12.67,8.1863,23.534,20.333,13.188,15.256,7.958,4.9161,7.8217,33.743,15.669,15.664
140.93,69.189,55.652,30.25,12.565,8.1223,23.341,20.4,13.122,15.169,7.9717,4.9176,7.7831,33.329,15.597,15.71
139.41,68.811,55.335,30.074,12.464,8.0595,23.151,20.466,13.057,15.082,7.9859,4.9192,7.7451,32.924,15.526,15.756
137.91,68.437,55.021,29.901,12.367,7.9978,22.964,20.531,12.994,14.996,8.0006,4.9208,7.7074,32.528,15.456,15.801
136.44,68.067,54.71,29.731,12.273,7.9372,22.778,20.595,12.932,14.91,8.0158,4.9225,7.6703,32.14,15.386,15.847
134.99,67.701,54.403,29.565,12.183,7.8776,22.596,20.658,12.871,14.825,8.0314,4.9243,7.6337,31.762,15.318,15.893
133.57,67.34,54.099,29.402,12.097,7.8191,22.415,20.721,12.812,14.741,8.0476,4.9261,7.5975,31.392,15.251,15.94
132.17,66.982,53.798,29.243,12.013,7.7617,22.237,20.782,12.754,14.658,8.0642,4.9279,7.5617,31.03,15.185,15.986
130.79,66.628,53.501,29.086,11.933,7.7053,22.061,20.842,12.697,14.575,8.0812,4.9298,7.5265,30.677,15.119,16.033
129.44,66.278,53.207,28.933,11.856,7.6499,21.888,20.902,12.641,14.493,8.0987,4.9317,7.4917,30.332,15.055,16.079
128.11,65.932,52.916,28.783,11.782,7.5955,21.717,20.96,12.587,14.411,8.1167,4.9337,7.4574,29.995,14.992,16.126
126.81,65.59,52.628,28.636,11.711,7.5422,21.548,21.018,12.534,14.33,8.135,4.9357,7.4235,29.666,14.929,16.173
125.52,65.251,52.343,28.492,11.643,7.4899,21.381,21.075,12.483,14.25,8.1538,4.9378,7.39,29.344,14.868,16.22
124.26,64.917,52.062,28.351,11.578,7.4385,21.217,21.131,12.432,14.171,8.173,4.94,7.3571,29.031,14.807,16.267
123.02,64.586,51.784,28.213,11.515,7.3881,21.055,21.186,12.383,14.092,8.1926,4.9421,7.3245,28.725,14.748,16.314
121.8,64.259,51.509,28.078,11.454,7.3387,20.895,21.24,12.335,14.014,8.2125,4.9444,7.2924,28.426,14.689,16.361
